farmer_id,name,district,taluka,village,land_area_acres,soil_type,irrigation_type
F0636,Sarita Zende,Latur,Ausa,Killari,6.0,Red,Drip
F0637,Amit Jagtap,Nanded,Hadgaon,Chikhali,12.5,Clayey,Drip
F0638,Kishor Kapse,Latur,Chakur,Mangrul,13.2,Clayey,Well
F0639,Balasaheb More,Aurangabad,Gangapur,Nandgaon,13.5,Alluvial,Rainfed
F0640,Shobha Ranaware,Kolhapur,Shirol,Kurundwad,10.6,Loamy,Canal
F0641,Nirmala Wagh,Satara,Man,Dahiwadi,6.7,Sandy,Sprinkler
F0642,Dattatray More,Solapur,Akkalkot,Jewargi,4.2,Black,Rainfed
F0643,Ramesh Vanjari,Nanded,Bhokar,Karla,5.9,Red,Rainfed
F0644,Sachin Bhoir,Satara,Karad,Kale,6.7,Clayey,Borewell
F0645,Eknath Sathe,Kolhapur,Gadhinglaj,Nesari,9.4,Laterite,Sprinkler
F0646,Tanaji Bhoir,Nanded,Hadgaon,Chikhali,3.1,Clayey,Well
F0647,Nirmala Suryawanshi,Solapur,Akkalkot,Jewargi,11.7,Loamy,Rainfed
F0648,Vikas Gaikwad,Sangli,Tasgaon,Vaziratmapur,11.9,Red,Drip
F0649,Baban Mohite,Kolhapur,Shirol,Kurundwad,2.8,Laterite,Drip
F0650,Ashok Bhosale,Aurangabad,Sillod,Amba,1.8,Sandy,Canal
F0651,Subhash More,Latur,Ausa,Chincholi,14.0,Loamy,Well
F0652,Alka Kulkarni,Sangli,Jat,Umadi,14.2,Alluvial,Canal
F0653,Sangita Dalvi,Pune,Indapur,Sanaswadi,14.0,Clayey,Borewell
F0654,Ravindra Shinde,Latur,Chakur,Mangrul,9.4,Laterite,Drip
F0655,Chandrakant Nikam,Beed,Georai,Talwada,1.8,Sandy,Flood
F0656,Kavita Gawali,Beed,Parli,Mangrul,9.0,Clayey,Drip
F0657,Rahul More,Nanded,Mudkhed,Malegaon,5.5,Alluvial,Borewell
F0658,Namdev Zende,Ahmednagar,Sangamner,Nimon,8.8,Sandy,Canal
F0659,Anita Mohite,Nashik,Yeola,Nagade,7.8,Sandy,Drip
F0660,Manisha Suryawanshi,Nanded,Hadgaon,Chikhali,10.6,Loamy,Well
F0661,Nirmala Nikam,Satara,Koregaon,Wathar,13.5,Alluvial,Drip
F0662,Nirmala Gaikwad,Solapur,Pandharpur,Kasegaon,9.7,Red,Rainfed
F0663,Dattatray Shelke,Kolhapur,Shirol,Kurundwad,10.7,Sandy,Canal
F0664,Hanumant More,Kolhapur,Shirol,Kurundwad,8.5,Red,Sprinkler
F0665,Sachin Gawali,Ahmednagar,Newasa,Sonai,3.2,Laterite,Rainfed
F0666,Ravindra Lokhande,Sangli,Tasgaon,Manjarde,11.2,Alluvial,Borewell
F0667,Tanaji Waghmare,Ahmednagar,Shrirampur,Bhokar,2.8,Black,Drip
F0668,Anil Lokhande,Latur,Ausa,Killari,12.8,Sandy,Well
F0669,Sachin Lokhande,Latur,Renapur,Chapoli,3.2,Alluvial,Well
F0670,Laxman Rathod,Ahmednagar,Newasa,Bhendapur,1.3,Alluvial,Sprinkler
F0671,Nirmala Sathe,Pune,Shirur,Kendur,6.2,Laterite,Flood
F0672,Kishor Ghadge,Nashik,Yeola,Sonewadi,5.1,Black,Drip
F0673,Tanaji Wagh,Latur,Ausa,Chincholi,5.7,Alluvial,Borewell
F0674,Bharat Tambe,Solapur,Barshi,Aadgaon,7.3,Clayey,Borewell
F0675,Chandrakant Salunkhe,Aurangabad,Kannad,Pishor,6.6,Alluvial,Borewell
F0676,Chandrakant Rathod,Solapur,Karmala,Kem,8.8,Clayey,Rainfed
F0677,Dattatray Kale,Sangli,Walwa,Islampur,8.6,Alluvial,Sprinkler
F0678,Shivaji Bhosale,Sangli,Tasgaon,Vaziratmapur,12.2,Red,Sprinkler
F0679,Sangita Chavan,Beed,Ashti,Karanjwan,11.9,Sandy,Borewell
F0680,Dilip Rathod,Nashik,Niphad,Pimpalgaon Baswant,3.6,Sandy,Sprinkler
F0681,Mahesh Dalvi,Sangli,Walwa,Ashta,5.7,Clayey,Well
F0682,Popat Gawali,Pune,Purandar,Saswad,5.6,Laterite,Well
F0683,Shivaji Vanjari,Latur,Chakur,Mangrul,14.7,Sandy,Borewell
F0684,Kiran Mohite,Aurangabad,Kannad,Pishor,6.0,Sandy,Sprinkler
F0685,Yogesh Kadam,Beed,Majalgaon,Neknur,9.7,Clayey,Sprinkler
F0686,Santosh More,Jalgaon,Erandol,Anturli,5.0,Laterite,Borewell
F0687,Vasant Zende,Beed,Parli,Mangrul,13.4,Alluvial,Flood
F0688,Chandrakant Yadav,Nanded,Naigaon,Bharsi,2.9,Alluvial,Drip
F0689,Deepak Nikam,Beed,Majalgaon,Kada,3.6,Loamy,Drip
F0690,Mahesh Deshmukh,Aurangabad,Sillod,Bharadi,0.9,Loamy,Well
F0691,Anil Kale,Solapur,Akkalkot,Bori,1.7,Loamy,Borewell
F0692,Dattatray Nikam,Sangli,Walwa,Ashta,9.6,Red,Well
F0693,Manoj Jadhav,Pune,Daund,Rahu,13.0,Loamy,Flood
F0694,Lata Thorat,Nanded,Naigaon,Bondar,14.6,Laterite,Well
F0695,Kishor Yadav,Latur,Udgir,Hipparga,8.1,Laterite,Well
F0696,Bapu Gawali,Aurangabad,Sillod,Bharadi,12.2,Loamy,Borewell
F0697,Chandrakant Bhoir,Solapur,Barshi,Aadgaon,0.7,Clayey,Flood
F0698,Vikas Gawali,Solapur,Karmala,Kem,10.5,Loamy,Flood
F0699,Nirmala Joshi,Pune,Purandar,Jejuri,9.2,Alluvial,Drip
F0700,Subhash Jagtap,Kolhapur,Gadhinglaj,Nesari,6.2,Red,Rainfed
F0701,Dinesh Wagh,Ahmednagar,Kopargaon,Sangamner Bk,6.6,Red,Well
F0702,Vasant Kulkarni,Beed,Ashti,Karanjwan,6.5,Alluvial,Drip
F0703,Bharat Chavan,Solapur,Pandharpur,Bhandishegaon,7.1,Loamy,Borewell
F0704,Vaishali Jagtap,Satara,Karad,Kale,1.2,Clayey,Drip
F0705,Bharat Kale,Solapur,Mohol,Shetphal,10.9,Laterite,Drip
F0706,Dattatray More,Jalgaon,Chopda,Vadali,3.6,Loamy,Borewell
F0707,Sangita Pardeshi,Aurangabad,Paithan,Vahegaon,1.7,Alluvial,Canal
F0708,Ganesh Thorat,Kolhapur,Karvir,Uchgaon,3.1,Alluvial,Borewell
F0709,Uttam Patil,Nashik,Niphad,Vinchur,11.7,Loamy,Canal
F0710,Vijay Jagtap,Aurangabad,Paithan,Bidkin,7.4,Laterite,Borewell
F0711,Kiran Kadam,Beed,Georai,Talwada,4.2,Laterite,Borewell
F0712,Shivaji Pardeshi,Pune,Indapur,Bhigwan,3.9,Loamy,Borewell
F0713,Suresh Kadam,Solapur,Akkalkot,Bori,6.2,Red,Drip
F0714,Prakash Yadav,Sangli,Khanapur,Vita,5.9,Black,Canal
F0715,Sunil Lokhande,Nashik,Yeola,Sonewadi,14.0,Alluvial,Rainfed
F0716,Ganesh Pawar,Satara,Phaltan,Nirgudi,2.3,Red,Borewell
F0717,Arun Dalvi,Sangli,Tasgaon,Manjarde,10.5,Sandy,Rainfed
F0718,Vikas Suryawanshi,Pune,Purandar,Zendewadi,8.6,Clayey,Rainfed
F0719,Vaishali Jagtap,Latur,Nilanga,Aurad,5.2,Loamy,Borewell
F0720,Sunil Deshmukh,Nanded,Kandhar,Umri,4.8,Sandy,Well
F0721,Chandrakant Ghadge,Pune,Shirur,Chandan Rajuri,11.1,Black,Well
F0722,Chandrakant Aher,Ahmednagar,Kopargaon,Sangamner Bk,10.0,Clayey,Flood
F0723,Dinesh Jagtap,Nanded,Naigaon,Bondar,9.4,Sandy,Sprinkler
F0724,Kiran Gaikwad,Nashik,Yeola,Anwane,1.5,Alluvial,Canal
F0725,Kishor Shinde,Ahmednagar,Rahata,Kolhar,3.3,Black,Well
F0726,Dinesh Lokhande,Nanded,Hadgaon,Chikhali,1.2,Red,Well
F0727,Santosh Patil,Ahmednagar,Sangamner,Ghargaon,7.3,Laterite,Drip
F0728,Chandrakant Tambe,Sangli,Khanapur,Bhalavani,12.0,Black,Flood
F0729,Vasant Ranaware,Pune,Baramati,Undavdi,1.6,Red,Well
F0730,Mahesh Kale,Sangli,Tasgaon,Vaziratmapur,3.2,Clayey,Rainfed
F0731,Bhausaheb Vanjari,Beed,Ambajogai,Manoli,11.3,Alluvial,Rainfed
F0732,Ratan Ghadge,Sangli,Khanapur,Vita,2.9,Red,Well
F0733,Kavita Mohite,Satara,Phaltan,Sasewadi,14.0,Sandy,Well
F0734,Kiran Pardeshi,Kolhapur,Panhala,Bhuye,9.3,Clayey,Well
F0735,Baban Wagh,Nanded,Mudkhed,Malegaon,14.4,Loamy,Sprinkler
F0736,Ramesh Shinde,Solapur,Akkalkot,Bori,8.0,Sandy,Drip
F0737,Shankar Waghmare,Ahmednagar,Kopargaon,Sangamner Bk,11.7,Laterite,Flood
F0738,Laxman Tambe,Nanded,Hadgaon,Tamsa,1.9,Loamy,Borewell
F0739,Pravin Chavan,Solapur,Mohol,Shetphal,3.9,Alluvial,Borewell
F0740,Ashok Vanjari,Kolhapur,Gadhinglaj,Kadgaon,11.1,Laterite,Borewell
F0741,Nirmala Salunkhe,Aurangabad,Sillod,Bharadi,9.1,Sandy,Drip
F0742,Uttam More,Pune,Daund,Rahu,13.3,Loamy,Sprinkler
F0743,Balasaheb Waghmare,Sangli,Jat,Umadi,9.7,Laterite,Sprinkler
F0744,Dilip Joshi,Nanded,Bhokar,Loni,8.3,Red,Borewell
F0745,Jyoti Waghmare,Jalgaon,Chopda,Vadali,14.6,Alluvial,Well
F0746,Jyoti More,Ahmednagar,Sangamner,Nimon,11.9,Red,Canal
F0747,Gajanan More,Aurangabad,Sillod,Bharadi,8.4,Sandy,Drip
F0748,Kavita Mohite,Kolhapur,Hatkanangle,Ichalkaranji,7.5,Red,Sprinkler
F0749,Sunita Vanjari,Ahmednagar,Newasa,Bhendapur,4.0,Sandy,Flood
F0750,Shobha Shelke,Beed,Ashti,Pimpalgaon,2.1,Loamy,Sprinkler
F0751,Chandrakant Gawali,Ahmednagar,Kopargaon,Chas,9.1,Black,Flood
F0752,Bapu Kadam,Satara,Man,Mhaswad,9.5,Loamy,Drip
F0753,Dattatray Jagtap,Beed,Majalgaon,Kada,11.5,Alluvial,Drip
F0754,Rajendra Pawar,Ahmednagar,Newasa,Bhendapur,13.1,Alluvial,Borewell
F0755,Suresh Bansode,Sangli,Miraj,Bedag,7.0,Black,Borewell
F0756,Tanaji Sathe,Ahmednagar,Shrirampur,Bhokar,8.5,Clayey,Rainfed
F0757,Yogesh Jadhav,Kolhapur,Gadhinglaj,Kadgaon,4.2,Black,Borewell
F0758,Shivaji Aher,Solapur,Pandharpur,Kasegaon,10.0,Black,Drip
F0759,Dinesh Thorat,Beed,Majalgaon,Kada,0.8,Alluvial,Rainfed
F0760,Dinesh Waghmare,Kolhapur,Gadhinglaj,Kadgaon,13.6,Loamy,Flood
F0761,Kamal More,Jalgaon,Jamner,Kajgaon,14.5,Clayey,Rainfed
F0762,Amit Shinde,Ahmednagar,Newasa,Sonai,5.3,Loamy,Rainfed
F0763,Sunil Jadhav,Satara,Wai,Kikali,9.6,Red,Well
F0764,Laxman Pawar,Beed,Majalgaon,Neknur,13.4,Alluvial,Drip
F0765,Laxman Waghmare,Jalgaon,Erandol,Chinawal,10.0,Black,Rainfed
F0766,Uttam Ranaware,Beed,Ashti,Pimpalgaon,6.6,Clayey,Canal
F0767,Mangal Joshi,Latur,Renapur,Chapoli,8.4,Red,Rainfed
F0768,Vikas Yadav,Nanded,Kandhar,Fulwal,5.0,Laterite,Well
F0769,Vikas Sable,Jalgaon,Raver,Nimbhora,5.1,Clayey,Well
F0770,Balasaheb Salunkhe,Satara,Phaltan,Nirgudi,11.6,Loamy,Sprinkler
F0771,Shankar Dalvi,Sangli,Walwa,Islampur,11.8,Black,Canal
F0772,Bharat Jadhav,Latur,Chakur,Sindala,9.3,Clayey,Canal
F0773,Dattatray Waghmare,Beed,Georai,Rakshasbhuvan,1.7,Alluvial,Sprinkler
F0774,Vikas Mohite,Latur,Udgir,Hipparga,3.2,Loamy,Sprinkler
F0775,Kalpana Chavan,Jalgaon,Jamner,Waghari,1.0,Alluvial,Drip
F0776,Vasant Bhoir,Ahmednagar,Shrirampur,Belapur,1.5,Loamy,Flood
F0777,Vaishali Shelke,Aurangabad,Gangapur,Vaijapur Road,6.4,Black,Well
F0778,Uttam Shelke,Kolhapur,Gadhinglaj,Kadgaon,8.0,Loamy,Sprinkler
F0779,Prakash Nikam,Nanded,Hadgaon,Chikhali,14.8,Black,Well
F0780,Dinesh Ranaware,Beed,Georai,Talwada,4.7,Loamy,Borewell
F0781,Hanumant Ghadge,Jalgaon,Bhusawal,Varangaon,9.4,Black,Rainfed
F0782,Alka Bhosale,Aurangabad,Kannad,Pishor,11.0,Black,Canal
F0783,Lata Chavan,Kolhapur,Panhala,Bhuye,7.0,Red,Sprinkler
F0784,Shivaji Ghadge,Nashik,Malegaon,Sayane,10.5,Laterite,Flood
F0785,Sunil Gaikwad,Nashik,Sinnar,Dodi Khurd,9.7,Black,Well
F0786,Dinesh Mohite,Latur,Nilanga,Aurad,8.5,Black,Flood
F0787,Manoj Bansode,Latur,Nilanga,Halasi,13.1,Red,Flood
F0788,Dilip Bhoir,Solapur,Mohol,Bhima Nagar,4.7,Red,Drip
F0789,Deepak Jagtap,Pune,Shirur,Kendur,0.7,Loamy,Flood
F0790,Sangita Sathe,Pune,Shirur,Chandan Rajuri,3.9,Clayey,Rainfed
F0791,Kalpana Ghadge,Kolhapur,Panhala,Kodoli,9.2,Black,Canal
F0792,Laxman Aher,Beed,Ashti,Pimpalgaon,1.2,Red,Drip
F0793,Arun Shinde,Jalgaon,Chopda,Chorwad,5.3,Black,Drip
F0794,Nitin Bhoir,Jalgaon,Jamner,Kajgaon,4.6,Laterite,Rainfed
F0795,Kishor Ghadge,Sangli,Jat,Sanond,14.0,Black,Flood
F0796,Shankar Shelke,Satara,Koregaon,Rahimatpur,11.5,Alluvial,Well
F0797,Rahul Kulkarni,Aurangabad,Gangapur,Nandgaon,10.6,Sandy,Borewell
F0798,Shakuntala Bhoir,Nanded,Kandhar,Fulwal,9.4,Black,Well
F0799,Shakuntala More,Aurangabad,Sillod,Amba,6.7,Alluvial,Borewell
F0800,Eknath Ranaware,Latur,Chakur,Sindala,13.9,Clayey,Well
